,,,,"Summed S/N, Column Normalized, Scaled to 100 per Protein",,,,,,,,,,,"Summed S/N, Column Normalized",,,,,,,,,,,
Q02218,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",36,10.295,10.9285,7.8316,10.43,12.3334,6.63135,11.7154,7.09024,7.35375,5.78806,9.60266,6180.73,6561.01,4701.77,6261.73,7404.49,3981.19,7033.47,4256.69,4414.89,3474.91,5765.04,
P09211,GSTP1,Glutathione S-transferase P,36,12.6787,5.93633,8.93164,9.38867,9.12981,7.64318,9.04271,12.6289,8.18815,7.89947,8.53243,10447.2,4891.5,7359.62,7736.21,7522.91,6297.94,7451.14,10406.2,6746.99,6509.12,7030.67,
P02679,FGG,Fibrinogen gamma chain,36,9.1503,1.63353,22.7562,12.7643,3.58939,8.26509,5.23281,7.33878,11.1358,14.9842,3.14959,11682.4,2085.57,29053.5,16296.4,4582.67,10552.2,6680.85,9369.6,14217.4,19130.7,4021.16,
Q14764,MVP,Major vault protein,36,9.10804,10.6665,7.86151,9.96561,12.4567,7.79292,8.86492,8.20152,8.7289,6.96157,9.39175,4347.05,5090.86,3752.11,4756.34,5945.3,3719.37,4231.01,3914.39,4166.09,3322.59,4482.46,
Q9Y4L1,HYOU1,Hypoxia up-regulated protein 1,35,6.341,9.97821,7.10165,7.62477,8.07385,13.6578,6.18686,10.0979,10.3464,10.4814,10.1102,6060.73,9537.19,6787.77,7287.76,7717,13054.1,5913.41,9651.6,9889.11,10018.1,9663.34,
P08758,ANXA5,Annexin A5,35,8.8191,5.44026,10.5828,9.83128,9.83701,5.41433,12.0324,8.74349,8.42924,9.02717,11.8429,5877.35,3625.58,7052.76,6551.9,6555.73,3608.29,8018.81,5826.97,5617.53,6016.02,7892.51,
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,35,8.03457,20.7662,8.85082,9.16066,14.0564,6.3208,6.44997,5.68229,7.7663,5.60223,7.30977,4442.66,11482.5,4894,5065.32,7772.39,3495.04,3566.46,3141.98,4294.32,3097.71,4041.88,
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",35,9.65635,11.8074,8.25261,9.47376,11.0519,8.62877,9.2664,8.26912,7.69508,7.11356,8.78501,9657.4,11808.7,8253.51,9474.79,11053.1,8629.7,9267.4,8270.01,7695.92,7114.33,8785.96,
Q92608,DOCK2,Dedicator of cytokinesis protein 2,35,9.05474,8.23765,7.02248,8.54616,7.48628,7.69635,9.08781,8.47135,11.5662,12.0131,10.8179,3640.07,3311.59,2823.09,3435.62,3009.54,3093.99,3653.37,3405.54,4649.68,4829.34,4348.88,
O60313-2,OPA1,"Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial",35,9.40747,10.2142,8.63621,9.59972,10.1942,7.11711,10.9151,8.72381,7.95008,7.84224,9.39982,7993.96,8679.43,7338.58,8157.32,8662.52,6047.73,9275.1,7413.02,6755.54,6663.9,7987.45,
Q99715,COL12A1,Collagen alpha-1(XII) chain,35,14.5209,8.9741,6.50927,12.9516,7.88735,8.36114,17.3811,5.31454,4.88384,4.72425,8.49195,7873.5,4865.93,3529.45,7022.61,4276.67,4533.57,9424.36,2881.65,2648.11,2561.58,4604.5,
P00367,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",35,11.5933,9.20653,8.68148,11.1947,10.5057,8.40048,9.69136,8.71727,6.28159,7.11182,8.61571,9064.38,7198.22,6787.71,8752.66,8214.02,6568,7577.29,6815.69,4911.33,5560.45,6736.29,
O94979-8,SEC31A,Isoform 8 of Protein transport protein Sec31A,35,8.20159,9.528,7.70362,7.63314,8.87464,10.1824,8.6755,9.46538,10.0063,8.9221,10.8074,6831.6,7936.44,6416.8,6358.1,7392.22,8481.49,7226.35,7884.28,8334.87,7431.75,9002.1,
O75083,WDR1,WD repeat-containing protein 1,35,9.18258,9.69349,9.33843,10.6187,9.63573,7.53314,8.87542,7.6194,9.33542,8.42368,9.74404,5944.36,6275.1,6045.25,6874.01,6237.71,4876.59,5745.52,4932.43,6043.3,5453.08,6307.82,
P31150,GDI1,Rab GDP dissociation inhibitor alpha,35,10.5911,6.57626,9.60784,9.00045,8.68155,6.51546,10.6729,9.4186,9.28575,9.32776,10.3223,7150.95,4440.18,6487.05,6076.95,5861.64,4399.12,7206.19,6359.28,6269.58,6297.94,6969.41,
A0A1C7CYX9,DPYSL2,Dihydropyrimidinase-related protein 2,34,11.0336,9.5049,7.30538,11.0372,10.4432,5.778,12.6243,6.4382,7.35359,7.11768,11.364,6904.06,5947.49,4571.19,6906.29,6534.59,3615.46,7899.41,4028.57,4601.36,4453.74,7110.77,
Q13045,FLII,Protein flightless-1 homolog,34,9.60072,11.4216,7.11477,9.90215,10.2668,6.64872,10.4165,9.65111,8.01952,7.77186,9.18627,6183.08,7355.76,4582.08,6377.21,6612.07,4281.93,6708.45,6215.54,5164.76,5005.26,5916.17,
Q5TZA2,CROCC,Rootletin,34,6.74497,5.04827,8.9678,5.22933,4.54233,18.0009,6.35268,23.4731,6.68878,9.93284,5.01901,2904.38,2173.79,3861.53,2251.75,1955.93,7751.17,2735.47,10107.5,2880.19,4277.08,2161.19,
P50454,SERPINH1,Serpin H1,34,8.86883,5.10392,6.80606,7.25311,9.22158,8.76913,9.01456,6.01733,12.867,8.12549,17.953,9581.69,5514.17,7353.12,7836.11,9962.8,9473.98,9739.14,6501,13901.2,8778.61,19396,
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,34,8.67276,7.68348,8.76084,9.03241,9.0487,5.62104,11.5586,10.1488,9.92648,9.27066,10.2763,5797.18,5135.91,5856.06,6037.59,6048.48,3757.3,7726.17,6783.82,6635.22,6196.84,6869.04,
P06733,ENO1,Alpha-enolase,34,7.59285,11.0981,9.05081,9.91708,11.6038,8.54319,7.58057,8.5981,8.34475,8.8484,8.82232,7889.7,11532,9404.66,10304.8,12057.5,8877.19,7876.94,8934.25,8671,9194.34,9167.24,
Q93008-3,USP9X,Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X,34,9.83095,7.6509,9.71966,8.28547,8.05709,8.0925,10.2004,9.80243,9.05444,9.57245,9.73369,5150.2,4008.13,5091.9,4340.56,4220.92,4239.47,5343.76,5135.26,4743.4,5014.78,5099.25,
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",33,10.5614,10.9077,8.03648,8.89234,8.94374,9.4168,10.0649,9.32037,8.76884,6.62706,8.46044,8521.94,8801.38,6484.61,7175.2,7216.68,7598.39,8121.32,7520.58,7075.55,5347.35,6826.7,
Q92499,DDX1,ATP-dependent RNA helicase DDX1,33,8.57195,9.11553,8.29234,8.41864,9.07697,10.251,9.20801,10.2057,8.90017,9.04276,8.91692,6069.33,6454.21,5871.35,5960.77,6426.9,7258.19,6519.69,7226.09,6301.72,6402.68,6313.58,
P26038,MSN,Moesin,33,8.65757,12.3353,5.99875,12.414,12.6089,7.97761,10.2188,5.77858,7.61254,6.85224,9.5457,8164.13,11632.2,5656.85,11706.4,11890.3,7522.92,9636.41,5449.23,7178.66,6461.7,9001.64,
P53396,ACLY,ATP-citrate synthase,33,9.72992,10.214,10.5218,10.0199,10.2344,5.95474,8.23348,6.89474,9.13604,8.91897,10.1421,7436.36,7806.31,8041.59,7657.95,7821.94,4551.08,6292.67,5269.49,6982.47,6816.58,7751.35,
P01023,A2M,Alpha-2-macroglobulin,33,9.61183,4.7915,23.2278,10.6927,4.18902,9.31948,4.76242,5.66603,13.4947,10.4018,3.84276,5684.73,2833.84,13737.7,6323.96,2477.51,5511.83,2816.64,3351.06,7981.16,6151.95,2272.73,
Q01518,CAP1,Adenylyl cyclase-associated protein 1,33,9.77865,7.92321,8.28749,9.16574,7.78743,7.30584,9.84015,9.22623,9.61692,9.85642,11.2119,11326.5,9177.34,9599.28,10616.5,9020.07,8462.25,11397.7,10686.6,11139.1,11416.5,12986.6,
P12429,ANXA3,Annexin A3,33,7.94191,16.6579,6.74397,16.5644,17.5986,8.13306,8.87855,4.14213,3.77894,4.57041,4.99023,7235.48,15176.1,6144.1,15091,16033.2,7409.63,8088.81,3773.69,3442.8,4163.87,4546.35,
P29401-2,TKT,Isoform 2 of Transketolase,33,9.44689,8.79993,6.80475,11.049,9.1602,9.65467,7.5694,8.6988,9.35066,10.0364,9.42934,9237.8,8605.16,6654.14,10804.5,8957.45,9440.98,7401.87,8506.27,9143.7,9814.23,9220.63,
P12109,COL6A1,Collagen alpha-1(VI) chain,33,8.30489,8.33016,23.8511,6.94431,5.99625,12.4447,7.05532,11.1711,4.46292,4.8033,6.636,7567.99,7591.02,21734.7,6328.14,5464.2,11340.4,6429.3,10179.9,4066.92,4377.1,6047.18,
Q96AC1-3,FERMT2,Isoform 3 of Fermitin family homolog 2,33,11.2503,9.06061,7.81489,10.0949,10.2668,6.6081,13.6418,8.18991,6.3478,5.72605,10.9989,8837.83,7117.71,6139.12,7930.22,8065.23,5191.1,10716.5,6433.72,4986.62,4498.19,8640.36,
P06744,GPI,Glucose-6-phosphate isomerase,33,9.08169,6.63365,8.89202,7.44646,7.51581,8.63675,10.0335,10.0415,10.0015,11.0058,10.7113,7043.83,5145.11,6896.72,5775.53,5829.32,6698.74,7782.08,7788.26,7757.27,8536.19,8307.74,
P31948-2,STIP1,Isoform 2 of Stress-induced-phosphoprotein 1,32,8.58712,9.51956,9.68363,8.79057,8.21887,9.11864,7.76273,9.77915,9.21622,10.6121,8.71142,6857.16,7601.74,7732.76,7019.62,6563.09,7281.6,6198.85,7809.04,7359.52,8474.18,6956.41,
P16157-14,ANK1,Isoform Er13 of Ankyrin-1,32,8.18736,1.13789,34.2347,8.46309,2.99513,3.28851,3.61196,5.66195,6.42664,23.7065,2.28629,5867.62,815.491,24534.9,6065.23,2146.51,2356.77,2588.57,4057.74,4605.77,16989.7,1638.51,
P12270,TPR,Nucleoprotein TPR,32,8.04938,11.5505,7.26094,8.38335,8.7958,13.4307,7.85701,9.04295,8.58903,8.74173,8.29864,5491.33,7879.79,4953.45,5719.17,6000.54,9162.49,5360.09,6169.15,5859.48,5963.66,5661.37,
Q04637-9,EIF4G1,Isoform 9 of Eukaryotic translation initiation factor 4 gamma 1,32,6.74865,13.0055,6.20485,9.86754,10.9331,10.677,7.65161,8.15783,8.486,8.26306,10.0049,5831.39,11237.8,5361.5,8526.37,9447.1,9225.84,6611.62,7049.04,7332.6,7139.96,8645.04,
P26640,VARS1,Valine--tRNA ligase,32,8.09885,9.07916,8.6989,8.79798,9.88763,7.62859,9.2977,8.864,9.86902,9.26577,10.5124,3646.16,4087.51,3916.31,3960.92,4451.49,3434.45,4185.89,3990.64,4443.11,4171.52,4732.77,
Q9NZN4,EHD2,EH domain-containing protein 2,32,11.5296,10.2718,7.69495,13.6377,11.9391,4.20103,15.0985,7.02343,4.76427,5.07734,8.76226,5972.61,5321.02,3986.16,7064.63,6184.74,2176.23,7821.34,3638.29,2468,2630.17,4539.04,
P00450,CP,Ceruloplasmin,32,8.25281,1.5451,12.0901,11.3257,2.32217,7.01439,5.44656,7.29125,23.5403,15.3608,5.81079,5527.3,1034.83,8097.3,7585.36,1555.27,4697.87,3647.82,4883.3,15766.1,10287.9,3891.77,
P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",32,7.44127,8.58942,7.12671,9.54221,10.1227,7.2439,9.1139,9.99074,9.99877,10.1238,10.7066,5339.63,6163.51,5113.91,6847.2,7263.75,5198,6539.86,7169.06,7174.82,7264.52,7682.73,
P50851,LRBA,Lipopolysaccharide-responsive and beige-like anchor protein,32,8.398,9.50746,8.34205,7.20528,8.12332,10.4754,8.38973,13.9224,8.69231,9.05621,7.88784,6083.99,6887.75,6043.45,5219.91,5885,7589.01,6078,10086.2,6297.2,6560.83,5714.4,
P07585,DCN,Decorin,32,7.21154,9.05919,20.587,7.74153,10.7862,12.5623,5.54261,8.88123,5.83154,5.71359,6.08333,8377.17,10523.5,23914.5,8992.82,12529.6,14592.8,6438.48,10316.7,6774.11,6637.09,7066.59,
O14950,MYL12B,Myosin regulatory light chain 12B,32,8.21146,13.2071,9.58338,10.8592,13.0008,7.70936,9.62057,5.1708,7.14716,5.82369,9.66651,4686.02,7536.86,5468.93,6197,7419.14,4399.48,5490.16,2950.81,4078.66,3323.39,5516.37,
P53618,COPB1,Coatomer subunit beta,32,8.36775,10.6885,6.91193,7.96847,9.37636,10.2237,8.01769,9.53818,9.53967,8.81435,10.5534,6601.09,8431.89,5452.63,6286.1,7396.75,8065.19,6324.93,7524.4,7525.58,6953.4,8325.26,
Q99798,ACO2,"Aconitate hydratase, mitochondrial",32,8.84785,6.84043,8.45296,7.58217,8.35295,8.16223,8.93745,13.859,8.97515,10.7355,9.25435,7196.57,5563.79,6875.37,6167.11,6794.03,6638.91,7269.44,11272.5,7300.11,8731.89,7527.2,
P00352,ALDH1A1,Retinal dehydrogenase 1,31,12.0824,5.74943,10.4155,8.78819,7.15312,7.40047,9.49067,11.7014,8.13873,11.7604,7.31973,12197.3,5804.09,10514.5,8871.75,7221.13,7470.83,9580.9,11812.7,8216.11,11872.2,7389.32,
P11216,PYGB,"Glycogen phosphorylase, brain form",31,12.5435,6.29807,6.8447,6.99418,6.77843,6.26959,14.3181,13.7391,8.53313,8.68119,9.00012,9677.54,4859.09,5280.83,5396.15,5229.7,4837.12,11046.7,10600,6583.49,6697.72,6943.78,
P04075-2,ALDOA,Isoform 2 of Fructose-bisphosphate aldolase A,31,9.04963,8.94924,7.80403,9.2861,8.79261,10.0942,8.42041,9.08988,8.97252,10.3683,9.17308,6797.96,6722.54,5862.28,6975.59,6604.88,7582.65,6325.3,6828.19,6740.03,7788.49,6890.69,
P34932,HSPA4,Heat shock 70 kDa protein 4,31,8.81643,8.49578,9.36933,8.37144,8.24501,9.07278,8.60377,8.69069,10.1353,9.88186,10.3177,7158.82,6898.45,7607.77,6797.49,6694.83,7366.97,6986.14,7056.72,8229.7,8023.93,8377.8,
Q14203-4,DCTN1,Isoform 4 of Dynactin subunit 1,31,9.12005,9.0306,8.90109,9.81291,9.35749,7.01893,10.3005,8.72924,8.73873,8.59638,10.3941,4386.56,4343.54,4281.25,4719.81,4500.77,3375.97,4954.31,4198.59,4203.15,4134.69,4999.38,
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,31,7.44523,8.46487,8.84551,7.39395,8.20122,11.4409,7.52129,10.0582,9.90837,9.81989,10.9006,9566.81,10877,11366.1,9500.91,10538.2,14701,9664.54,12924.4,12731.8,12618.1,14006.9,
P23141-2,CES1,Isoform 2 of Liver carboxylesterase 1,31,11.84,5.5612,6.62723,9.51982,6.9842,3.15368,26.3021,8.14238,6.00521,8.46971,7.3944,7709.82,3621.26,4315.42,6198.97,4547.87,2053.56,17127,5302.03,3910.38,5515.18,4814.98,
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,31,8.06521,6.29168,9.26302,4.92391,8.93698,5.86537,11.3242,5.08502,13.5167,11.996,14.7319,4212.95,3286.53,4838.64,2572.06,4668.33,3063.84,5915.31,2656.22,7060.62,6266.26,7695.35,
Q6WCQ1-2,MPRIP,Isoform 2 of Myosin phosphatase Rho-interacting protein,31,10.5154,14.3895,5.67672,11.7085,12.606,6.51396,11.0525,5.66701,5.97979,5.38947,10.5011,6634.3,9078.52,3581.51,7387.05,7953.27,4109.74,6973.18,3575.38,3772.72,3400.29,6625.25,
Q5QNW6-2,H2BC18,Isoform 2 of Histone H2B type 2-F,31,7.2505,10.7462,9.38908,6.93477,9.31916,7.75098,13.2589,12.4585,7.80163,8.03142,7.05883,12189.8,18066.8,15785.2,11659,15667.7,13031.2,22291.2,20945.7,13116.3,13502.7,11867.5,
P09874,PARP1,Poly [ADP-ribose] polymerase 1,31,7.39965,10.5007,7.12231,8.17646,8.92107,14.3936,7.45316,9.78368,8.44879,9.98076,7.81984,6701.13,9509.42,6449.97,7404.61,8078.93,13034.9,6749.59,8860.11,7651.23,9038.59,7081.65,
P49792,RANBP2,E3 SUMO-protein ligase RanBP2,31,8.15505,11.5841,7.74975,8.71227,10.1141,11.9418,7.76912,8.48579,8.52156,8.54516,8.42132,3567.39,5067.42,3390.1,3811.15,4424.36,5223.89,3398.57,3712.07,3727.72,3738.05,3683.87,
P02790,HPX,Hemopexin,31,9.94881,1.57658,12.8339,10.4581,2.31761,9.94308,6.34966,6.04013,17.0108,17.3265,6.19486,4560.35,722.673,5882.8,4793.81,1062.35,4557.72,2910.56,2768.68,7797.42,7942.15,2839.61,
P13796,LCP1,Plastin-2,30,11.0917,5.28732,7.83094,8.62819,6.78657,4.73997,10.0198,7.84308,12.8946,12.4134,12.4645,9062.51,4320.04,6398.32,7049.72,5545.01,3872.83,8186.73,6408.24,10535.6,10142.5,10184.2,
P05164-3,MPO,Isoform H7 of Myeloperoxidase,30,4.97454,14.4822,5.79638,8.63847,7.11092,42.1622,1.28455,3.5506,4.06043,4.51416,3.42555,2691.05,7834.38,3135.64,4673.11,3846.76,22808.3,694.896,1920.75,2196.55,2442,1853.1,
A0A0A0MQS9,LAMA4,Laminin subunit alpha-4,30,13.3046,6.34955,5.01915,12.6257,10.3719,10.4732,16.2319,6.49028,5.7423,5.17832,8.21303,7749.03,3698.19,2923.32,7353.64,6040.97,6099.96,9454.02,3780.16,3344.51,3016.03,4783.55,
P22897,MRC1,Macrophage mannose receptor 1,30,9.26245,10.557,11.318,12.4484,15.0415,6.49309,7.2158,4.3607,8.51874,6.25675,8.52763,4275.76,4873.34,5224.65,5746.45,6943.51,2997.36,3330.98,2013,3932.45,2888.26,3936.55,
Q06830,PRDX1,Peroxiredoxin-1,30,8.97719,8.80331,11.14,9.27753,10.1681,9.25719,7.19081,7.77772,8.45786,10.1728,8.77759,5321.95,5218.87,6604.1,5500,6027.95,5487.94,4262.93,4610.87,5014.07,6030.71,5203.62,
P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,30,7.53772,8.60877,5.63359,10.384,7.52194,11.8508,7.25175,7.01237,12.5259,11.7138,9.95939,5427.49,6198.69,4056.44,7476.9,5416.13,8533.1,5221.58,5049.21,9019.2,8434.46,7171.2,
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,30,8.93206,6.78735,8.82256,8.71322,8.63974,6.57629,9.74964,11.3659,10.0986,9.77986,10.5348,3970.59,3017.2,3921.91,3873.31,3840.64,2923.37,4334.03,5052.51,4489.16,4347.46,4683.05,
P40926,MDH2,"Malate dehydrogenase, mitochondrial",30,10.2453,9.20237,9.21576,9.4176,10.6259,7.82539,10.1759,6.87894,8.57938,8.35879,9.47467,5692.15,5112.71,5120.15,5232.29,5903.58,4347.68,5653.6,3821.84,4766.59,4644.03,5264,
A0A2R8Y793,ACTB,"Actin, cytoplasmic 1 (Fragment)",30,9.79587,6.8144,9.25835,9.98273,8.20313,4.72643,12.7425,8.10408,8.86111,9.5075,12.0038,4480.49,3116.8,4234.63,4565.95,3751.99,2161.8,5828.25,3706.69,4052.94,4348.59,5490.38,
Q9UM54,MYO6,Unconventional myosin-VI,30,9.25086,10.1141,5.39537,8.73828,9.72019,11.9906,8.73941,10.2441,8.08938,8.39878,9.31892,5255.28,5745.68,3065.03,4964.09,5521.9,6811.69,4964.73,5819.53,4595.46,4771.22,5293.95,
P23142,FBLN1,Fibulin-1,30,8.32087,9.27569,9.65353,7.47257,6.6751,15.8444,7.85079,6.59712,10.4558,8.04805,9.80602,4994.55,5567.68,5794.48,4485.37,4006.69,9510.53,4712.39,3959.88,6276.06,4830.8,5886.01,
Q13642-4,FHL1,Isoform 4 of Four and a half LIM domains protein 1,30,12.5766,12.3831,7.0167,9.27357,10.6111,9.95566,13.807,6.66424,5.35667,4.12068,8.23465,8933.83,8796.39,4984.33,6587.5,7537.62,7072.02,9807.8,4733.95,3805.12,2927.13,5849.5,
P41252,IARS1,"Isoleucine--tRNA ligase, cytoplasmic",30,7.77981,9.33709,7.84721,8.38781,9.36977,7.8844,8.70261,11.4878,9.54126,9.21027,10.452,4027.65,4833.86,4062.54,4342.41,4850.78,4081.8,4505.38,5947.29,4939.56,4768.2,5411.04,
K7ELL7,PRKCSH,Glucosidase 2 subunit beta,30,6.51342,11.9942,7.21303,9.29556,11.2704,10.5688,8.19237,8.4746,8.85905,8.63449,8.98406,4510.36,8305.64,4994.82,6436.91,7804.41,7318.62,5672.98,5868.42,6134.64,5979.14,6221.21,
P35555,FBN1,Fibrillin-1,30,4.73279,3.12239,42.3691,5.09947,3.20102,15.2569,3.24608,5.14832,3.94241,9.08263,4.79885,2315.02,1527.3,20724.6,2494.38,1565.76,7462.83,1587.8,2518.27,1928.41,4442.72,2347.33,
P05556,ITGB1,Integrin beta-1,30,9.9884,9.90146,8.79972,11.5437,10.4605,7.56882,11.9536,7.52596,6.0081,5.72322,10.5265,6539.57,6482.65,5761.32,7557.86,6848.67,4955.43,7826.24,4927.37,3933.61,3747.09,6891.86,
P27797,CALR,Calreticulin,30,6.7357,12.2899,6.61166,8.75002,10.7999,13.0485,5.71864,7.2759,10.0432,8.76941,9.9572,6995.43,12763.8,6866.61,9087.43,11216.3,13551.7,5939.16,7556.46,10430.4,9107.56,10341.2,
P43490,NAMPT,Nicotinamide phosphoribosyltransferase,30,6.31349,9.17894,12.1028,10.3651,12.9801,8.56013,4.9146,7.05223,10.6919,7.59263,10.2481,4655.78,6768.86,8925.03,7643.55,9571.97,6312.53,3624.19,5200.55,7884.54,5599.06,7557.31,
Q14008-3,CKAP5,Isoform 3 of Cytoskeleton-associated protein 5,29,8.19095,11.7517,8.19331,8.52649,9.65373,8.63693,9.48655,8.92793,8.6101,8.21724,9.80506,3838.41,5507.04,3839.52,3995.65,4523.89,4047.4,4445.55,4183.77,4034.83,3850.73,4594.81,
Q01995,TAGLN,Transgelin,29,13.6402,3.92586,9.45828,3.93593,3.68742,11.4538,14.0815,13.907,7.19417,7.1278,11.588,13723.7,3949.88,9516.16,3960.01,3709.99,11523.9,14167.7,13992.1,7238.2,7171.42,11658.9,
P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,29,15.0051,5.35938,5.6241,8.78496,7.87407,12.3378,16.4333,8.11152,5.93882,6.41926,8.1117,11007.5,3931.56,4125.76,6444.52,5776.31,9050.82,12055.3,5950.5,4356.63,4709.08,5950.63,
Q13263,TRIM28,Transcription intermediary factor 1-beta,29,8.81104,11.0179,7.44633,8.39507,9.65462,11.2059,8.99336,8.58942,8.86116,8.19191,8.83331,4126.37,5159.87,3487.25,3931.57,4521.43,5247.94,4211.75,4022.58,4149.84,3836.42,4136.8,
P12110,COL6A2,Collagen alpha-2(VI) chain,29,8.54228,7.53975,25.6721,5.60926,3.7206,11.4015,7.71623,13.2913,4.67967,5.50233,6.32497,5997.54,5293.65,18024.3,3938.26,2612.23,8005.02,5417.57,9331.84,3285.59,3863.18,4440.76,
P24821-4,TNC,Isoform 4 of Tenascin,29,5.64766,4.3263,3.07818,13.1396,4.26284,27.7239,7.84024,6.49804,6.94194,10.7652,9.77608,5008.06,3836.35,2729.57,11651.6,3780.08,24584.2,6952.33,5762.14,6155.77,9546.02,8668.95,
P29144,TPP2,Tripeptidyl-peptidase 2,29,8.91303,9.67542,11.3314,9.43806,9.15569,8.34144,7.4493,7.54067,9.25331,9.58466,9.31707,4051.39,4397.93,5150.64,4290.04,4161.69,3791.58,3386.06,3427.59,4206.07,4356.68,4235.05,
P32119,PRDX2,Peroxiredoxin-2,29,9.51996,3.16011,26.2711,9.81951,4.67135,4.45584,4.23861,5.12027,7.25855,22.2288,3.25588,12681.1,4209.44,34994.6,13080.1,6222.5,5935.42,5646.07,6820.49,9668.79,29610,4337.02,
O75116,ROCK2,Rho-associated protein kinase 2,29,8.1818,12.2133,7.57441,10.5066,12.3925,8.73195,9.58333,7.29582,7.00784,6.66337,9.84905,5292.22,7899.94,4899.34,6795.97,8015.81,5648.08,6198.77,4719.15,4532.87,4310.06,6370.65,
Q92598,HSPH1,Heat shock protein 105 kDa,29,5.79054,8.35844,9.62747,7.66072,8.04189,11.4194,7.02998,13.7025,9.68689,8.93547,9.74669,2569.8,3709.41,4272.59,3399.77,3568.93,5067.84,3119.85,6081.06,4298.96,3965.49,4325.5,
O60437,PPL,Periplakin,29,8.27799,16.7558,7.07414,14.9389,14.3439,7.56847,9.35038,5.91225,4.09657,5.17148,6.51021,6191.75,12532.9,5291.29,11173.9,10728.9,5661.04,6993.87,4422.22,3064.14,3868.15,4869.49,
P35221-2,CTNNA1,Isoform 2 of Catenin alpha-1,29,8.203,15.1577,7.1838,12.0261,14.8257,7.11081,8.54517,7.28553,6.11031,5.59376,7.95809,4915.49,9082.97,4304.75,7206.41,8884.01,4261.02,5120.52,4365.71,3661.49,3351.95,4768.73,
P07384,CAPN1,Calpain-1 catalytic subunit,29,8.24927,9.0525,9.55228,9.7066,9.5743,9.16011,9.37147,8.3481,8.24976,10.339,8.39663,4356.67,4780.87,5044.82,5126.32,5056.45,4837.71,4949.33,4408.86,4356.92,5460.29,4434.49,
P69891,HBG1,Hemoglobin subunit gamma-1,29,7.89338,0.500029,34.4613,10.0657,1.92088,1.2907,3.09249,21.4884,6.06744,11.407,1.81267,6836.68,433.089,29847.9,8718.16,1663.73,1117.91,2678.49,18611.7,5255.18,9879.91,1570.01,
P58107,EPPK1,Epiplakin,28,7.56915,8.11572,8.04926,10.1158,9.61933,8.69464,9.47909,11.6527,7.05815,10.4674,9.17869,4223.19,4528.15,4491.07,5644.11,5367.09,4851.16,5288.84,6501.61,3938.08,5840.3,5121.24,
P28838,LAP3,Cytosol aminopeptidase,28,7.55699,5.58983,6.42601,10.0648,10.6586,10.6218,7.23673,8.43896,15.6197,9.51477,8.27173,6647.21,4916.88,5652.39,8853.15,9375.38,9343.09,6365.51,7423,13739.3,8369.29,7275.9,
P11766,ADH5,Alcohol dehydrogenase class-3,28,12.6252,8.70204,8.63847,9.12023,9.87224,7.62385,10.5907,8.66043,7.61714,7.57887,8.97087,7725.65,5324.98,5286.08,5580.88,6041.05,4665.21,6480.67,5299.52,4661.11,4637.69,5489.48,
P00326,ADH1C,Alcohol dehydrogenase 1C,28,12.0139,10.2498,9.51691,9.86108,9.10623,4.77389,12.0942,8.9397,7.86173,6.44682,9.1357,6626.86,5653.79,5249.51,5439.36,5022.98,2633.27,6671.14,4931.13,4336.52,3556.06,5039.24,
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,28,12.6715,0.965872,16.4407,8.72893,2.50074,5.95849,7.55118,6.64481,15.9308,17.0018,5.60528,7369.21,561.712,9561.22,5076.4,1454.33,3465.22,4391.46,3864.35,9264.69,9887.58,3259.8,
P16615,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,28,9.46435,8.17482,7.97038,7.3082,7.56227,11.5202,8.94526,12.0936,8.6681,9.20063,9.09216,4525.92,3909.26,3811.5,3494.84,3616.34,5509.05,4277.69,5783.27,4145.15,4399.81,4347.94,
P78347,GTF2I,General transcription factor II-I,28,8.06993,9.49787,7.6273,7.15267,8.55728,9.79636,10.0486,10.6168,9.22337,9.25769,10.152,2950.73,3472.85,2788.88,2615.34,3128.93,3581.99,3674.24,3881.99,3372.48,3385.03,3712.04,
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",28,7.83134,12.5883,10.8949,9.34512,10.7313,8.64038,6.15338,5.62142,9.80091,9.40642,8.98648,4461.48,7171.53,6206.76,5323.88,6113.6,4922.39,3505.56,3202.5,5583.54,5358.8,5119.56,
Q6NZI2,CAVIN1,Caveolae-associated protein 1,28,8.31079,9.92424,8.60199,12.9554,13.8021,3.68231,17.975,8.1578,4.50963,4.18512,7.89565,5303.03,6332.56,5488.85,8266.71,8806.98,2349.64,11469.7,5205.41,2877.55,2670.48,5038.14,
